Post Text,LLM Response,Parsed Code,Parsed Microlabel,Parsed Macrolabel,date,About Israel
141 Genspritzen. Pro Person !,5,5,Gesundheit und Gesundheitssystem,Allgemeine Bedenken,2023-10-31T09:55:53.000Z,0
"Dieser Beitrag analysiert ausgewählte Fragen des existierenden und geplanten Gesundheitssicherheitsrechts auf WHO- und EU-Ebene. Der Fokus liegt hierbei auf den Voraussetzungen zukünftig festgestellter gesundheitlicher Notlagen. Aufgezeigt wird, wie mittels dieser Ausnahmezustände zugleich die Produktion und Vermarktung von Impfstoffen und Medizinprodukten vorangetrieben und Instrumente zur Überwachung und Informationskontrolle implementiert werden sollen.
https://netzwerkkrista.de/2023/10/16/kommt-die-globale-gesundheitsdiktatur/",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-16T21:58:30.000Z,0
"Im Israel-Konflikt wird nur noch eine Meinung zugelassen: Zur Wahrung des Schulfriedens dürfen in Berlins Schulen keine Zeichen gezeigt oder Meinungen geäußert werden, die eine pro-palästinensische Haltung offenbaren. Es könnte als „Gutheißung“ des Hamas-Terrors gedeutet werden, befürchtet der Berliner Bildungs-Senat. Schon Aufkleber oder Ausrufe mit „free Palestine“ – zu deutsch „Befreit Palästina“ oder „freies Palästina“ – sind untersagt. Auch werden die Lehrer angehalten, der Polizei „Verdachtsfälle strafbarer Handlungen“ in Schulen direkt zu melden.

⚠️ Unabhängige, freie Medien sind in Zeiten wie diesen besonders wichtig! Wir können nur weitermachen, weil Sie uns direkt unterstützen: https://auf1.tv/unterstuetzen",8,8,Meinungsfreiheit,Sicht auf Deutschland/USA,2023-10-19T07:25:03.000Z,1
"📱 Interessante Sichtweise

Da kann man sich darüber Gedanken machen ob da was dran sein könnte.",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-17T18:04:40.000Z,0
"Studie deckt auf: Der Osten sitzt bei ARD und ZDF in der letzten Reihe. 
30 Jahre nach dem Mauerfall: „Eine Region, vor der gewarnt wird“.
Eine Auswertung der Themen in den großen Nachrichtensendungen des ÖRR sieht eine tendenziöse Berichterstattung über Ostdeutschland. Vor allem bei Sicherheit, Kriminalität und Parteipolitik kommen die neuen Bundesländer sehr schlecht weg. Von Kai Rebmann. https://reitschuster.de/post/studie-deckt-auf-der-osten-sitzt-bei-ard-und-zdf-in-der-letzten-reihe/",14,14,Medien und Presse,Vertrauen in Institutionen,2023-10-03T11:26:39.000Z,0
"Berliner Parlament vergibt Vollzeitstelle zur Planung von Dienstreisen.
Bis zu 5.000 Euro pro Monat.
Das Abgeordnetenhaus sieht steigenden Bedarf an „Einzel-, Gruppen- und Delegationsreisen“ und rüstet personell auf. Und auch eine Spitzenpolitikerin der Grünen ließ sich bei ihrer Sommer-Tour auf Kosten des Steuerzahlers ins rechte Bild setzen. Von Kai Rebmann. https://reitschuster.de/post/berliner-parlament-vergibt-vollzeitstelle-zur-planung-von-dienstreisen/",7,7,Politisches und soziales Klima,Sicht auf Deutschland/USA,2023-10-04T16:04:32.000Z,0
"Wenn Du als YouTuber, Kunstfigur und Satiriker höchstpersönlich von der Aussenministerin und der Innenministerin Deines Landes wegen Lappalien angezeigt wirst, dann weisst Du, was für eine Angst sie bereits vor Dir haben und dass Du einen guten Job machst.

Ich stehe erst am Anfang, denn jetzt geht es erst richtig los!

Deutschland immer zuerst!

Euer Tim K.
a.k.a der Love-Priest",8,8,Meinungsfreiheit,Sicht auf Deutschland/USA,2023-10-07T15:21:22.000Z,0
"Die Tim Kellner Show bei AUF1 - Episode 4

In dieser exklusiven Ausgabe für AUF1 führt der „Love Priest“ Tim Kellner den ganzen tagespolitischen Irrsinn in gewohnter Art und Weise satirisch vor. In Episode 4 thematisiert Tim Kellner unter anderem die Aussagen von Friedrich Merz und die Reaktionen zum Flüchtlingsthema, die deutsche Unterstützung der Ukraine, die Gesprächsrunde mit AfD-Bundessprecher Tino Chrupalla bei „Hart aber Fair"", und noch vieles mehr…

🤡 Warnhinweis: Diese Sendung kann politisch unkorrekten Humor und satirische Verdrehungen beinhalten!

Hier die ganze Sendung „Tim Kellner Show AUF1“ ansehen: ▶️ https://auf1.tv/love-priest-tim-kellner/die-tim-kellner-show-bei-auf1-episode-4",11,4,Flüchtlingssituation,Allgemeine Bedenken,2023-10-02T17:00:45.000Z,0
"Die Tim Kellner Show bei AUF1 - Episode 4

In dieser exklusiven Ausgabe für AUF1 führt der „Love Priest“ Tim Kellner den ganzen tagespolitischen Irrsinn in gewohnter Art und Weise satirisch vor. In Episode 4 thematisiert Tim Kellner unter anderem die Aussagen von Friedrich Merz und die Reaktionen zum Flüchtlingsthema, die deutsche Unterstützung der Ukraine, die Gesprächsrunde mit AfD-Bundessprecher Tino Chrupalla bei „Hart aber Fair"", und noch vieles mehr…

🤡 Warnhinweis: Diese Sendung kann politisch unkorrekten Humor und satirische Verdrehungen beinhalten!

Hier die ganze Sendung „Tim Kellner Show AUF1“ ansehen: ▶️ https://auf1.tv/love-priest-tim-kellner/die-tim-kellner-show-bei-auf1-episode-4",11,4,Flüchtlingssituation,Allgemeine Bedenken,2023-10-03T07:49:01.000Z,0
"Im Windschatten der CO2-Panik wurde seit Jahren subtil ein neues Feindbild in unseren Köpfen herangezüchtet: die Sonne! ☀️

Einst gleichgesetzt mit Lebensenergie, Wärme, Licht, Weisheit sowie Liebe und von Kulturen und Zivilisationen gottgleich verehrt und angebetet, ist sie seit den 80ern unter erfolgreichem Dauerbeschuss von Massenmedien und „Wissenschaft“ zum Sinnbild einer krebserregenden Gefahrenquelle verkommen, die man tunlichst meiden sollte. 

Man fragt sich dabei, wie unsere Vorfahren es schafften, die Feldarbeit jahrzehntelang in praller Sonne ohne Sonnencreme zu verrichten und dennoch in gesegnetem Alter krebsfrei zu sterben. Man fragt sich überhaupt, wie die Menschheit als Ganzes fortbestehen konnte, wo doch beim schutzlosen Aufenthalt in der Sonne stets der Hautkrebs lauert, bis man erstaunt feststellt, dass dieser erst mit der Markteinführung von Sonnencremes zum Massenphänomen wurde.

Mehr über das Feindbild Sonne, Hitze-Hysterie und Chemtrails lesen Sie in der aktuellen Ausgabe der Expresszeitung.

📬 Jetzt abonnieren
👉 Einzelausgabe kaufen",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-05T15:01:06.000Z,0
"Was mich am „neuen Krieg“ beunruhigt, ist Folgendes:

🔺Die Clintons unterstützen Israel.
🔺Die Obamas unterstützen Israel.
🔺Die Bidens unterstützen Israel.
🔺Die CIA unterstützt Israel.
🔺Die Mainstream-Medien unterstützen Israel.
🔺Die EU unterstützt Israel.
🔺Die NATO unterstützt Israel.",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-08T09:46:06.000Z,0
"Kim Dotcom: Den Angriff der Hamas auf Israel verstehen:

Der Iran zielt auf eine Konfrontation mit Israel und den USA ab. Der Erfolg Russlands in der Ukraine ermutigt den Iran, jahrzehntelange feindselige US-Außenpolitik im Nahen Osten rückgängig zu machen. Eine bankrotte US-Regierung wurde gerade zu einem weiteren Krieg eingeladen.

Das Timing ist opportunistisch. Die US-Regierung ist gezwungen, Billionen von USD zu drucken, da sie Schwierigkeiten hat, neue Schulden aufzunehmen. Ein weiterer Krieg würde zu einem signifikanten Anstieg der Inflation und einem beschleunigten wirtschaftlichen Niedergang der USA führen.

Wenn der Iran die Straße von Hormus vermint, würde die globale Energiekrise kritisch werden. Die Biden-Administration hat den Großteil der US-Ölreserven verwendet, um die inländischen Ölpreise zu stabilisieren. Der Iran kann den Schmerz für die US-Regierung erheblich steigern.

Die Ukraine entwickelt sich zu einer großen Niederlage für die USA und die NATO. Eine neue Front im Nahen Osten würde den Niedergang der USA beschleunigen. Die US-Regierung und ihre westlichen Partner können es sich schlichtweg nicht leisten. Russland und China würden am meisten profitieren. Der Iran versteht das und spielt seinen Partnern in die Hände.",3,3,Russland-Ukraine-Konflikt,Allgemeine Bedenken,2023-10-08T05:17:22.000Z,1
"Wie Familie, Freunde und Umarmungen unsere Gesundheit beeinflussen 👨‍👩‍👧

Liebevolle Beziehungen zu Familie und Freunden haben einen erheblichen Einfluss auf unsere Gesundheit. Umarmungen setzen Endorphine und Oxytocin frei, die unsere Stimmung verbessern und das Immunsystem stärken. Auch liebevolle Berührungen und positive Düfte können ähnliche positive Effekte haben. Die Bedeutung von Beziehungen sollte nicht unterschätzt werden, da sie unsere Gesundheit maßgeblich beeinflussen. 

➡️ Die ganze Sendung „QS24“ bei AUF1.TV ansehen: https://auf1.tv/nachrichten-auf1/wie-familie-freunde-und-umarmungen-unsere-gesundheit-beeinflussen

🇨🇭Den Original-Beitrag unserer Schweizer Kollegen von QS24.tv finden Sie hier: https://www.youtube.com/watch?v=MLLPZtSdRro",5,5,Gesundheit und Gesundheitssystem,Allgemeine Bedenken,2023-10-10T17:01:57.000Z,0
"Ex-Hamas-Führer Chalid Maschal wollte, dass weltweit die Muslime am heuten Freitag, den 13. Oktober, „eine Botschaft des Zorns“ senden. Der Mord an dem französischen Gymnasium in Arras passt in das Profil des Hamas-Terrors. Bereits 2015 kam es in Israel zur sogenannten „Messer-Intifada“, wo oftmals jugendliche palästinensische Attentäter mit Messern gezielt auf Israelis losgingen. Ein ähnliches Vorgehen könnte jetzt in vielen europäischen Städten mit hohem muslimischen Migranten-Anteil drohen.

👉🏻 Folgen Sie uns auf Telegram: https://t.me/auf1tv",11,4,Flüchtlingssituation,Allgemeine Bedenken,2023-10-13T13:56:01.000Z,1
"„SOS für die Standortbedingungen deutscher Unternehmen“.
Sparkassen-Chefs sehen schwarz.
Die Sorgen um den Wirtschaftsstandort Deutschland nehmen zu. Die aktuelle Konjunkturkrise legt die strukturellen Schwächen der – noch – größten Volkswirtschaft Europas schonungslos offen. Nun kippt die Stimmung auch in der Finanzbranche. Von Daniel Weinmann. https://reitschuster.de/post/sos-fuer-die-standortbedingungen-deutscher-unternehmen/",6,6,Gesellschaftlicher Wohlstand,Allgemeine Bedenken,2023-10-01T09:02:39.000Z,0
"Eilmeldung: Bundeswehr bereitet sich auf Einsatz in Palästina und im Libanon vor!

In einer (nicht ganz geheim gebliebenen) Geheimoperation hat die Bundeswehr Spezialeinheiten nach Zypern verlegt. Ihre Mission: Sie sollen sich auf Kampfhandlungen im Gaza-Streifen und im Libanon vorbereiten, um dort Geiseln zu befreien. Damit würde Deutschland aktiv in den Konflikt eingreifen - die Eskalation und direkte Beteiligung scheint noch rasanter voranzuschreiten, als im Ukraine-Konflikt.

Ein solcher Einsatz, bei dem es zu direkten Konfrontationen mit der Hamas oder Hisbollah kommen könnte, sorgt nicht nur außenpolitisch für Sprengstoff, sondern dürfte auch die innenpolitische Situation in Deutschland eskalieren lassen. Während die BRD geopolitisch dem untergehenden Block des westlichen Imperialismus die Nibelungentreue hält, verursacht innenpolitisch die Migrationskatastrophe der vergangenen Jahre ein Chaos beispiellosen Ausmaßes.

FREIE SACHSEN: Folgt uns für alle Nachrichten bei Telegram! http://t.me/freiesachsen",7,4,Flüchtlingssituation,Allgemeine Bedenken,2023-10-18T14:34:31.000Z,1
"Jetzt wieder verfügbar:
Das ERSTE Buch von AUF1-Chefredakteur Stefan Magnet

„Nach Corona – Warum die Globalisten scheitern werden und die Menschheit erwacht“

Wir haben eine kleine Auflage des alternativen Bestsellers nachdrucken lassen. 
Greifen Sie schnell zu! 👉 https://www.auf1.shop/products/nach-corona-warum-die-globalisten-scheitern-werden-und-die-menschheit-erwacht

Analytisch wie gewohnt, zeichnet Stefan Magnet in diesem Buch ein aktuelles Bild der Lage. Und diese ist für die europäischen Völker durchaus bedrohlich. Die Europäer stünden, so der Autor, vor einem Scheideweg: Aufgang – oder Untergang. Corona hätte Millionen Menschen wachgerüttelt und lässt sie die wichtigste Grundfrage stellen: Was läuft hier sonst noch schief?

Magnet skizziert auch für den unbedarften Leser verständlich, wie die Globalisten seit 200 Jahren ihren Weg verfolgen. Doch der Verfasser glaubt nicht an totale Knechtschaft, ewige Diktatur oder Untergang: Er glaubt, dass die europäischen Völker noch genügend Kraftreserven mobilisieren können, um sich eine herrliche und freie Zukunft erkämpfen zu können. Und er untermauert seine These mit starken, aufbauenden Worten. Zahlreiche wissenschaftliche Studien und neueste Erkenntnisse werden zitiert und quellenbasiert abgebildet.

➡️ https://www.auf1.shop/products/nach-corona-warum-die-globalisten-scheitern-werden-und-die-menschheit-erwacht",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-14T15:01:51.000Z,0
"Clemens Aldenbrocks Bücher sind provokant. The Old World ist das erste deutschsprachige Buch über die alte Welt, Tartaria und das tausendjährige Friedensreich. In diesem Zeitalter lebten die Menschen mit Hilfe von freier Energie in Frieden und Harmonie in einer weltweiten Hochkultur. 

Gematrix entschlüsselt die Sprache der Kabale. Seit hunderten von Jahren verschlüsselt die Elite ihre finsteren Machenschaften wie Kriege, Attentate, Opferungen und selbst Sportereignisse in gematrischen Ritualen. 

In Aufgewacht schildert Aldenbrock seinen persönlichen Aufwachprozess. Ursprünglich ein treuer Staatsdiener, veranlasste ihn die Flüchtlingskrise 2015 dazu, das System immer mehr zu hinterfragen.",23,4,Flüchtlingssituation,Allgemeine Bedenken,2023-10-11T15:01:57.000Z,0
"Es ist übrigens völlig egal, ob, wer und wann etwas installiert hat oder wurde, das steht auf einem anderen Blatt. 
FAKT IST:
Es sind Bestien, die so etwas tun und es sind Bestien, die es feiern!

RAUS MIT IHNEN AUS DEUTSCHLAND!!!",11,11,Migrationspolitik,Sicht auf Deutschland/USA,2023-10-09T09:43:58.000Z,invalid
"‼️Die NACHRICHTEN AUF1 sind da‼️
▶️ https://auf1.tv/nachrichten-auf1/nachrichten-auf1-vom-31-oktober-2023

🔷 Zusammenbruch des Sozial-Staates droht – doch Massen-Einwanderung in Sozial-Systeme geht ungebrochen weiter

🔷 Polizei befürchtet Kontrollverlust: Herrscht auf unseren Straßen bald die Scharia?

🔷 Christoph Hörstel zum Nahost-Konflikt: „Die beginnende Katastrophe zeichnet sich ab“

➡️ Wir sind unabhängig und kritisch, weil Sie uns unterstützen:
IBAN: AT26 3411 1000 0054 7489
BIC: RZOOAT2L111
(Unterstützerverein AUF)",11,11,Migrationspolitik,Sicht auf Deutschland/USA,2023-10-31T17:00:01.000Z,0
"AUF1 berichtet schonungslos, frei und unabhängig.
WIR ZEIGEN BEIDE SEITEN!

Heute ab 18 Uhr in den „Nachrichten AUF1“:

Pro Israel 🇮🇱
Islam-Kritiker Michael Stürzenberger: „Juden-Hass ist im politischen Islam sehr stark“

Pro Palästina 🇵🇸
Dr. Yavuz Özoğuz: „Seit über sieben Jahrzehnten wird ein Volk unterdrückt“

⚠️ Unabhängige, freie Medien sind in Zeiten wie diesen besonders wichtig! Wir können nur weitermachen, weil Sie uns direkt unterstützen: https://auf1.tv/unterstuetzen",14,14,Medien und Presse,Vertrauen in Institutionen,2023-10-10T14:15:07.000Z,0
https://www.youtube.com/watch?v=7uE6-zGOFpo&feature=youtu.be,23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-16T05:54:19.000Z,0
https://www.youtube.com/watch?v=5pZlEHMBR2k,23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-17T05:31:31.000Z,5
"Die Verhandlung ist öffentlich!
#Baerbock #Faeser #TagDerDeutschenEinheit #Meinungsfreiheit #Kunstfreiheit",7,7,Politisches und soziales Klima,Sicht auf Deutschland/USA,2023-10-03T13:18:25.000Z,0
"Ich fordere bei allen Terror-Jubelnden (egal welchen Alters) nach fotografischer Beweissicherung die anschließende Festnahme, Abschiebehaft, (sollte es erforderlich sein die Lochung des deutschen Passes) und das schnellstmögliche Ausfliegen! 

RAUS!

Tim K.",11,11,Migrationspolitik,Sicht auf Deutschland/USA,2023-10-08T14:04:14.000Z,0
"🔥LEAK BEWEIST:
""IMPFSTOFFE"" WAREN PURE VERARSCHE🔥

„Geleaked: Der geheime Impfstoffkaufvertrag, den die Europäische Kommission mit Pfizer unterzeichnet hat, wurde veröffentlicht.

Seite 48, Abs. 4:

👉Unbekannte Wirksamkeit
👉Unbekannte unerwünschte Ereignisse
👉Unbekannte langfristige Auswirkungen

Sie haben Euch gesagt, dass es sicher und wirksam ist.

Sie haben Euch angelogen!:“

https://archive.org/details/contract_03/page/48/mode/2up

https://twitter.com/KimDotcom/status/1717345649715515470

👉DAZU AUCH STEFAN MAGNET VON AUF1:

Im Gegensatz zur Tagesschau oder der ORF ZiB werden die „Nachrichten AUF1“ heute groß über diesen aufgedeckten Skandal berichten! 

Leak-Version

Vertrag EU-Kommission

---
ABO:
HTTPS://T.ME/MEINEDNEWS
--",23,23,Misstrauen gegenüber Staats- und Mediennarrativen,Verschwörungstheorien und gesellschaftspolitische Erzählungen,2023-10-26T12:05:32.000Z,0
In ner Stunde kommt das Wahlmassaker-SPEZIAL!!!!,7,7,Politisches und soziales Klima,Sicht auf Deutschland/USA,2023-10-08T17:04:45.000Z,invalid
"ACHTUNG! Sozialhilfeempfänger rufen zu Generalstreik auf! In dem florierenden Wirtschaftsraum Neukölln bleiben somit alle Döner-Imbisse, Spielhallen und Wettbüros geschlossen!😂😂😂😂",11,11,Migrationspolitik,Sicht auf Deutschland/USA,2023-10-20T17:02:08.000Z,0
